tid,attribute,correct_val
3733,sensor2,44.23
3733,sensor33,31.25
3734,sensor2,44.23
3734,sensor33,30.99
3735,sensor2,44.23
3735,sensor33,30.99
3736,sensor2,44.23
3736,sensor33,30.47
3737,sensor1,50.52
3737,sensor2,44.23
3737,sensor32,41.93
3737,sensor33,30.47
3738,sensor1,50.61
3738,sensor2,44.23
3738,sensor32,41.67
3738,sensor33,30.47
3739,sensor1,50.61
3739,sensor2,44.23
3739,sensor32,41.41
3739,sensor33,30.47
3740,sensor1,50.61
3740,sensor2,44.23
3740,sensor32,40.62
3740,sensor33,30.47
3741,sensor1,50.61
3741,sensor2,44.27
3741,sensor32,40.36
3741,sensor33,30.21
3742,sensor1,50.52
3742,sensor2,44.27
3742,sensor32,40.62
3742,sensor33,29.95
3743,sensor1,50.56
3743,sensor2,44.27
3743,sensor32,40.36
3743,sensor33,30.21
3744,sensor1,50.56
3744,sensor2,44.27
3744,sensor32,40.36
3744,sensor33,29.95
3745,sensor1,50.65
3745,sensor2,44.27
3745,sensor32,40.36
3745,sensor33,29.95
3746,sensor1,50.61
3746,sensor2,44.27
3746,sensor32,40.62
3746,sensor33,29.95
3747,sensor1,50.56
3747,sensor32,40.89
3748,sensor1,50.56
3748,sensor32,40.89
3749,sensor1,50.56
3749,sensor32,41.67
3750,sensor1,50.61
3750,sensor32,42.71
3751,sensor1,50.56
3751,sensor32,43.23
3752,sensor1,50.65
3752,sensor32,43.49
3753,sensor1,50.61
3753,sensor32,43.23
3754,sensor1,50.56
3754,sensor32,42.19
3755,sensor1,50.65
3755,sensor32,42.19
3756,sensor1,50.61
3756,sensor32,42.71
3757,sensor1,50.61
3757,sensor32,42.71
3758,sensor1,50.61
3758,sensor32,43.23
3759,sensor1,50.61
3759,sensor32,44.27
3760,sensor1,50.65
3760,sensor32,44.53
3761,sensor1,50.56
3761,sensor32,44.01
3762,sensor1,50.61
3762,sensor32,43.49
3763,sensor1,50.56
3763,sensor32,42.97
3764,sensor1,50.56
3764,sensor32,43.23
3765,sensor1,50.56
3765,sensor32,44.79
3766,sensor1,50.56
3766,sensor32,44.79
3859,sensor0,47.31
3859,sensor34,92.97
3860,sensor0,47.31
3860,sensor34,90.1
3861,sensor0,47.31
3861,sensor34,87.5
3862,sensor0,47.18
3862,sensor34,86.46
3863,sensor0,47.27
3863,sensor34,85.94
3864,sensor0,47.31
3864,sensor34,85.16
3865,sensor0,47.35
3865,sensor34,83.85
3866,sensor0,47.35
3866,sensor34,81.77
3867,sensor0,47.35
3867,sensor34,79.69
3868,sensor0,47.35
3868,sensor34,77.86
3869,sensor0,47.35
3869,sensor34,75.78
4105,sensor1,51.04
4105,sensor32,48.18
4106,sensor1,50.95
4106,sensor32,47.92
4107,sensor1,51.04
4107,sensor32,47.14
4108,sensor1,51.04
4108,sensor32,46.09
4109,sensor1,51.09
4109,sensor32,45.31
4110,sensor1,51.0
4110,sensor32,44.27
4111,sensor1,51.04
4111,sensor32,43.49
4112,sensor1,51.04
4112,sensor32,43.23
4113,sensor1,51.17
4113,sensor32,42.71
4114,sensor1,51.04
4114,sensor32,41.93
4115,sensor1,51.09
4115,sensor32,42.19
4116,sensor1,51.04
4116,sensor32,42.19
4117,sensor1,51.0
4117,sensor32,41.93
4118,sensor1,51.04
4118,sensor32,41.67
4119,sensor1,51.09
4119,sensor32,40.89
4119,sensor33,36.2
4120,sensor1,51.09
4120,sensor32,40.36
4120,sensor33,35.16
4121,sensor1,51.17
4121,sensor32,39.58
4121,sensor33,33.85
4122,sensor1,51.04
4122,sensor32,40.36
4122,sensor33,32.81
4123,sensor1,51.09
4123,sensor32,40.89
4123,sensor33,32.29
4124,sensor1,51.09
4124,sensor32,40.89
4124,sensor33,31.51
4125,sensor1,51.17
4125,sensor32,40.89
4125,sensor33,31.25
4126,sensor1,51.17
4126,sensor32,40.89
4126,sensor33,31.77
4127,sensor1,51.17
4127,sensor32,40.89
4127,sensor33,32.81
4128,sensor1,51.17
4128,sensor32,41.41
4128,sensor33,33.07
4129,sensor1,51.09
4129,sensor32,41.41
4129,sensor33,32.81
4130,sensor1,51.09
4130,sensor32,41.41
4130,sensor33,33.07
4131,sensor1,51.09
4131,sensor32,40.89
4131,sensor33,33.85
4132,sensor1,51.09
4132,sensor32,40.89
4132,sensor33,33.85
4133,sensor1,51.3
4133,sensor32,40.36
4133,sensor33,35.16
4134,sensor1,51.17
4134,sensor32,40.36
4134,sensor33,35.68
4135,sensor1,51.09
4135,sensor32,40.36
4136,sensor1,51.17
4136,sensor32,40.1
4137,sensor1,51.22
4137,sensor32,39.58
4138,sensor1,51.26
4138,sensor32,39.06
4139,sensor1,51.22
4139,sensor32,39.32
4140,sensor1,51.22
4140,sensor32,42.72
4141,sensor1,51.22
4141,sensor32,43.49
4142,sensor1,51.17
4142,sensor32,44.53
4143,sensor1,51.22
4143,sensor32,45.57
4144,sensor1,51.22
4144,sensor32,45.83
4145,sensor1,51.26
4145,sensor32,46.09
4146,sensor1,51.3
4146,sensor32,46.09
4147,sensor1,51.22
4147,sensor32,46.09
4148,sensor1,51.17
4148,sensor32,45.57
4149,sensor1,51.26
4149,sensor2,45.36
4149,sensor32,45.31
4150,sensor1,51.22
4150,sensor2,45.36
4150,sensor32,44.53
4151,sensor1,51.22
4151,sensor2,45.36
4151,sensor32,44.01
4152,sensor1,51.26
4152,sensor2,45.36
4152,sensor32,43.23
4153,sensor1,51.22
4153,sensor2,45.36
4153,sensor32,42.19
4154,sensor2,45.36
4154,sensor32,41.67
4155,sensor2,45.36
4155,sensor32,41.67
4156,sensor2,45.36
4156,sensor32,43.23
4157,sensor2,45.36
4157,sensor32,45.27
4158,sensor2,45.4
4158,sensor32,46.61
4159,sensor2,45.4
4159,sensor32,47.14
4160,sensor2,45.4
4160,sensor32,46.88
4161,sensor2,45.4
4161,sensor32,46.61
4162,sensor2,45.4
4162,sensor32,46.61
4163,sensor2,45.4
4163,sensor32,47.4
4164,sensor2,45.4
4164,sensor32,47.4
4165,sensor2,45.44
4165,sensor32,46.88
4166,sensor2,45.44
4166,sensor32,47.14
4167,sensor2,45.44
4167,sensor32,47.4
4256,sensor0,48.91
4256,sensor2,45.31
4257,sensor0,48.91
4257,sensor2,45.31
4258,sensor0,48.65
4258,sensor2,45.36
4259,sensor0,48.87
4259,sensor2,45.36
4260,sensor0,48.87
4260,sensor2,45.4
4261,sensor0,48.87
4261,sensor2,45.4
4262,sensor0,48.83
4262,sensor2,45.44
4263,sensor0,48.83
4263,sensor2,45.44
4264,sensor0,48.83
4264,sensor2,45.44
4265,sensor0,48.78
4265,sensor2,45.44
4266,sensor0,48.78
4266,sensor2,45.4
4267,sensor0,48.78
4267,sensor2,45.4
4268,sensor0,48.7
4268,sensor2,45.4
4269,sensor0,48.7
4269,sensor2,45.42
4270,sensor0,48.7
4270,sensor2,45.36
4271,sensor0,48.65
4271,sensor2,45.4
4272,sensor0,48.65
4272,sensor2,45.44
4273,sensor0,48.65
4273,sensor2,45.44
4274,sensor0,48.61
4274,sensor2,45.53
4275,sensor0,48.61
4275,sensor2,45.57
4276,sensor0,48.61
4276,sensor2,45.57
4277,sensor0,48.57
4277,sensor2,45.62
4278,sensor0,48.61
4278,sensor2,45.62
4279,sensor0,48.61
4279,sensor2,45.66
4280,sensor0,48.57
4280,sensor2,45.66
4281,sensor0,48.57
4281,sensor2,45.66
4282,sensor0,48.57
4282,sensor2,45.75
4283,sensor0,48.57
4283,sensor2,45.75
4284,sensor0,48.57
4284,sensor2,45.75
4285,sensor0,48.57
4285,sensor2,45.75
4286,sensor0,48.57
4286,sensor2,45.79
4287,sensor0,48.57
4287,sensor2,45.79
4288,sensor0,48.57
4288,sensor2,45.79
4289,sensor0,48.48
4289,sensor2,45.83
4290,sensor0,48.48
4290,sensor2,45.83
4291,sensor0,48.48
4291,sensor2,45.88
4292,sensor0,48.39
4292,sensor2,45.88
4293,sensor0,48.57
4293,sensor2,45.96
4294,sensor0,48.57
4294,sensor2,45.96
4295,sensor0,48.57
4295,sensor2,45.96
4296,sensor0,48.48
4296,sensor2,46.01
4297,sensor0,48.57
4297,sensor2,46.01
4298,sensor0,48.57
4298,sensor2,46.01
4299,sensor0,48.57
4299,sensor2,46.01
4300,sensor0,48.57
4300,sensor2,45.96
4301,sensor0,48.57
4301,sensor2,45.96
4302,sensor0,48.61
4302,sensor2,45.96
4373,sensor33,34.38
4373,sensor34,100.52
4374,sensor33,34.38
4374,sensor34,98.96
4375,sensor33,34.11
4375,sensor34,94.79
4376,sensor33,33.85
4376,sensor34,89.84
4377,sensor33,34.11
4377,sensor34,86.46
4378,sensor33,34.11
4378,sensor34,83.07
4379,sensor33,33.85
4379,sensor34,79.17
4380,sensor33,33.59
4380,sensor34,82.77
4381,sensor33,33.59
4381,sensor34,82.33
4382,sensor33,33.85
4382,sensor34,81.91
4383,sensor33,33.85
4383,sensor34,81.52
4384,sensor33,34.11
4384,sensor34,81.36
4385,sensor33,34.11
4385,sensor34,81.51
4386,sensor33,34.11
4386,sensor34,82.01
4387,sensor33,33.59
4387,sensor34,82.85
4388,sensor33,33.07
4388,sensor34,77.86
4389,sensor33,32.55
4389,sensor34,79.95
4390,sensor33,32.29
4390,sensor34,81.25
4391,sensor33,31.77
4391,sensor34,81.77
4392,sensor33,32.29
4392,sensor34,80.73
4393,sensor33,32.29
4393,sensor34,83.59
4394,sensor33,32.81
4394,sensor34,88.54
4395,sensor33,33.07
4395,sensor34,92.71
4396,sensor33,33.07
4396,sensor34,94.27
4397,sensor33,33.07
4397,sensor34,92.19
4398,sensor33,33.07
4398,sensor34,89.06
4399,sensor33,33.07
4399,sensor34,86.2
4400,sensor33,33.07
4400,sensor34,83.85
4401,sensor33,32.81
4401,sensor34,86.2
4402,sensor33,32.81
4402,sensor34,87.24
4403,sensor33,32.81
4403,sensor34,87.24
4404,sensor33,32.81
4404,sensor34,84.9
4405,sensor33,32.55
4405,sensor34,83.33
4406,sensor33,32.55
4406,sensor34,82.03
4407,sensor33,32.55
4407,sensor34,82.55
4408,sensor33,32.29
4408,sensor34,85.68
4409,sensor33,32.29
4409,sensor34,95.36
4611,sensor2,46.83
4611,sensor34,81.2
4612,sensor2,46.83
4612,sensor34,82.08
4613,sensor2,46.83
4613,sensor34,82.21
4614,sensor2,46.83
4614,sensor34,82.2
4615,sensor2,46.88
4615,sensor34,82.67
4616,sensor2,46.88
4616,sensor34,83.63
4617,sensor2,46.88
4617,sensor34,84.96
4618,sensor2,46.88
4618,sensor34,85.16
4619,sensor2,46.92
4619,sensor34,82.55
4620,sensor2,46.92
4620,sensor34,89.94
4621,sensor2,46.92
4621,sensor34,89.58
4622,sensor2,46.88
4622,sensor34,89.58
4623,sensor2,46.88
4623,sensor34,93.75
4624,sensor2,46.88
4624,sensor34,90.79
4625,sensor2,46.83
4625,sensor34,89.69
4626,sensor2,46.74
4626,sensor34,88.04
4627,sensor2,46.74
4627,sensor34,86.14
4628,sensor2,46.7
4628,sensor34,84.59
4629,sensor2,46.7
4629,sensor34,84.12
4630,sensor2,46.66
4630,sensor34,87.5
4631,sensor2,46.66
4631,sensor34,83.33
4632,sensor2,46.66
4632,sensor34,78.39
4633,sensor2,46.66
4633,sensor34,76.04
4634,sensor2,46.66
4634,sensor34,74.48
4895,sensor2,45.62
4895,sensor32,55.99
4896,sensor2,45.62
4896,sensor32,55.99
4897,sensor2,45.62
4897,sensor32,55.73
4898,sensor2,45.62
4898,sensor32,54.69
4899,sensor2,45.62
4899,sensor32,53.91
4900,sensor2,45.62
4900,sensor32,53.65
4901,sensor2,45.62
4901,sensor32,52.6
4902,sensor2,45.62
4902,sensor32,51.82
4903,sensor2,45.57
4903,sensor32,51.82
4904,sensor2,45.57
4904,sensor32,51.04
4905,sensor2,45.57
4905,sensor32,50.78
4906,sensor2,45.57
4906,sensor32,50.0
4907,sensor2,45.53
4907,sensor32,50.0
4908,sensor2,45.53
4908,sensor32,50.0
4909,sensor2,45.53
4909,sensor32,49.74
4910,sensor2,45.44
4910,sensor32,48.7
4911,sensor2,45.44
4911,sensor32,47.92
4912,sensor2,45.44
4912,sensor32,48.18
4913,sensor2,45.4
4913,sensor32,48.44
4914,sensor2,45.4
4914,sensor32,48.18
4915,sensor2,45.4
4915,sensor32,47.14
4916,sensor2,45.4
4916,sensor32,47.14
4917,sensor2,45.4
4917,sensor32,47.14
4918,sensor2,45.4
4918,sensor32,47.4
4919,sensor2,45.36
4919,sensor32,48.18
4920,sensor2,45.36
4920,sensor32,48.44
4921,sensor2,45.36
4921,sensor32,48.44
4922,sensor2,45.36
4922,sensor32,48.18
4923,sensor2,45.36
4923,sensor32,48.18
4924,sensor2,45.36
4924,sensor32,48.18
4925,sensor2,45.36
4925,sensor32,47.92
4926,sensor2,45.36
4926,sensor32,47.92
4927,sensor2,45.4
4927,sensor32,47.4
4928,sensor2,45.36
4928,sensor32,47.4
4929,sensor2,45.36
4929,sensor32,48.18
4930,sensor2,45.36
4930,sensor32,48.7
4931,sensor2,45.36
4931,sensor32,50.0
4932,sensor2,45.36
4932,sensor32,50.78
4933,sensor2,45.36
4933,sensor32,51.3
4934,sensor2,45.36
4934,sensor32,52.08
4935,sensor2,45.36
4935,sensor32,51.82
4936,sensor2,45.36
4936,sensor32,50.78
4937,sensor2,45.36
4937,sensor32,49.22
4938,sensor2,45.36
4938,sensor32,48.18
4939,sensor2,45.36
4939,sensor32,47.14
